pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0x99f0364e162a36a77e5d77b5eeb56539563735a3,"TAO / USDC 0.004%",aerodrome-slipstream-3,bittensor,usd-coin,bittensor,2548876699,above,single_subject:cg_mcap,232131,11758855
0xe5b5f522e98b5a2baae212d4da66b865b781db97,"AERO / USDC 0.05%",uniswap-v3-base,aerodrome-finance,usd-coin,aerodrome-finance,533033874,above,single_subject:cg_mcap,227922,12305883
0x4b7ef67896874f83b7cd6145be0224434fdb1b15,"WETH / USDC 0.1%",balancer-v2-base,weth,usd-coin,,,above,both_quote,227132,1237705
0x2e86514cfd61fb19c5cf2b879d536d273d6e693d,"AAVE / WETH 0.3%",uniswap-v3-base,aave,weth,aave,1950326078,above,single_subject:cg_mcap,108587,3082158
0x31f207bccc4604a51fa099071c72cd025cc823e5,"AAVE / WETH 0.05%",pancakeswap-v3-base,aave,weth,aave,1950326078,above,single_subject:cg_mcap,40945,1159228
0x846e89cffc54160a7e4acbeecc4f99c2528d1ca8,"AAVE / WETH 0.05%",quickswap-v4-base,aave,weth,aave,1950326078,above,single_subject:cg_mcap,25827,772729
0xcdbe19a6ef1b633be744920c93ee40521d5cf2a6,"AERO / cbBTC 0.062%",aerodrome-slipstream-3,aerodrome-finance,coinbase-wrapped-btc,aerodrome-finance,533033874,above,single_subject:cg_mcap,204407,15632032
0x3d5d143381916280ff91407febeb52f2b60f33cf,"AERO / WETH 0.3%",uniswap-v3-base,aerodrome-finance,weth,aerodrome-finance,533033874,above,single_subject:cg_mcap,182066,11667557
0x82dd34c6631c286cdd1db16f2c232f60e402dd5a,"TAO / WETH 0.3%",uniswap-v3-base,bittensor,weth,bittensor,2548876699,above,single_subject:cg_mcap,58225,227884
0x867dbb1b6417abcb3696d5a5d9cc38cbf9f0f6d17355515fe1c8303e791832c4,"USDbC / USDC",uniswap-v4-base,bridged-usd-coin-base,usd-coin,bridged-usd-coin-base,73938501811,above,single_subject:cg_mcap,201857,4745172
