pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0x5c1a9a7329913354597817638e615e0ecb38ae13679125eb1a3b5953ed4612d4,"PAXG / XAUt 0.03%",uniswap-v4-ethereum,pax-gold,tether-gold,pax-gold,1861852952,above,min_cap_of_two:cg_mcap,39823,2209724
0x35a69205bed8888653505ba8bdb26c07682efb3a2ac907fd9a481018e2bcbdeb,"UNI / PENDLE 1%",uniswap-v4-ethereum,uniswap,pendle,pendle,393811369,above,min_cap_of_two:cg_mcap,108364,1088042
0x764510ab1d39cf300e7abe8f5b8977d18f290628,"SKY / WETH 0.3%",uniswap_v3,sky,weth,sky,1428700579,above,single_subject:cg_mcap,218205,7180040
0x949cddfee3b676c528c9c79ccce04f9062ef8527098dd871a27bc423856443a3,"SKY / USDC 0.3%",uniswap-v4-ethereum,sky,usd-coin,sky,1428700579,above,single_subject:cg_mcap,181205,11618733
0xd218ab0acf68208883aad66173f721948a7436811a3e3805dad06140d257894e,"SKY / ETH 0.3%",uniswap-v4-ethereum,sky,ethereum,sky,1428700579,above,single_subject:cg_mcap,77581,2186924
0x7077defcb075e65b690690aa18eec50b7d8daf9a247b31c672f8248ba44607b4,"SKY / MKR 0.3%",uniswap-v4-ethereum,sky,maker,maker,119298142,above,min_cap_of_two:cg_fdv,42179,138895
0x13dffad596ddfe401253f257f7568679149149615b8de0470b0736b8df2d555b,"SKY / WBTC 1%",uniswap-v4-ethereum,sky,wrapped-bitcoin,sky,1428700579,above,single_subject:cg_mcap,29366,1901133
0x69c36d29eb9d2eb3546ab0906de9e7fe56827a358d1f5a3518f2737d33df2903,"XAUt / ETH 0.3%",uniswap-v4-ethereum,tether-gold,ethereum,tether-gold,2666288366,above,single_subject:cg_mcap,220159,9977553
0xd52eb9285b87e38e3c228b4e339bfe15f24888953966085cd25a2f6403a95326,"XAUt / USDT 0.05%",uniswap-v4-ethereum,tether-gold,tether,tether-gold,2666288366,above,single_subject:cg_mcap,212746,9846605
0xa8dd78582e31791c08187169a3343365a1e3282c67bc7f93c1e585ddd0a4c4e0,"XAUt / USDC 0.3%",uniswap-v4-ethereum,tether-gold,usd-coin,tether-gold,2666288366,above,single_subject:cg_mcap,168053,8847873
0xed1050e2fe96f7327dc659613c79e41458e9cf05,"XAUt / USDT",supernova-cl,tether-gold,tether,tether-gold,2666288366,above,single_subject:cg_mcap,123557,4211920
0xe8a1f39c16eea2844e98f951d711bb4bb31557ad,"XAUt / WBTC 0.3%",uniswap_v3,tether-gold,wrapped-bitcoin,tether-gold,2666288366,above,single_subject:cg_mcap,77760,2074876
0x5791b454341cda5a501956623095896e73d6861a03e41f9a104798e66ad1031f,"XAUt / WBTC 0.3%",uniswap-v4-ethereum,tether-gold,wrapped-bitcoin,tether-gold,2666288366,above,single_subject:cg_mcap,72850,1837085
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,"UNI / USDC 0.3%",uniswap_v3,uniswap,usd-coin,uniswap,3952497590,above,single_subject:cg_mcap,97647,20263645
